,clustering_coef,degree_centrality,closeness_centrality,betweenness_centrality
364488,0,0.00031347962382445143,0.00031347962382445143,0.0
364760,0,0.00031347962382445143,0.00031347962382445143,0.0
364761,0,0.00031347962382445143,0.00031347962382445143,0.0
370842,0,0.00031347962382445143,0.00031347962382445143,0.0
370843,0,0.00031347962382445143,0.00031347962382445143,0.0
370865,0,0.00031347962382445143,0.00031347962382445143,0.0
370870,0,0.00031347962382445143,0.00031347962382445143,0.0
366448,0,0.00031347962382445143,0.00031347962382445143,0.0
366449,0,0.00031347962382445143,0.00031347962382445143,0.0
678102,0,0.00031347962382445143,0.00031347962382445143,0.0
678103,0,0.00031347962382445143,0.00031347962382445143,0.0
370572,0,0.00031347962382445143,0.00031347962382445143,0.0
678104,0,0.00031347962382445143,0.00031347962382445143,0.0
372082,0,0.00031347962382445143,0.00031347962382445143,0.0
372083,0,0.00031347962382445143,0.00031347962382445143,0.0
370673,0,0.00031347962382445143,0.00031347962382445143,0.0
678113,0,0.00031347962382445143,0.00031347962382445143,0.0
203708,0,0.00031347962382445143,0.00031347962382445143,0.0
203706,0,0.00031347962382445143,0.00031347962382445143,0.0
202025,0,0.00031347962382445143,0.00031347962382445143,0.0
202026,0,0.00031347962382445143,0.00031347962382445143,0.0
123222,0,0.00031347962382445143,0.00031347962382445143,0.0
123223,0,0.00031347962382445143,0.00031347962382445143,0.0
657961,0,0.00031347962382445143,0.00031347962382445143,0.0
657962,0,0.00031347962382445143,0.00031347962382445143,0.0
657956,0,0.00031347962382445143,0.00031347962382445143,0.0
657957,0,0.00031347962382445143,0.00031347962382445143,0.0
119938,0,0.00031347962382445143,0.00031347962382445143,0.0
119939,0,0.00031347962382445143,0.00031347962382445143,0.0
119918,0,0.00031347962382445143,0.00031347962382445143,0.0
119919,0,0.00031347962382445143,0.00031347962382445143,0.0
124442,0,0.00031347962382445143,0.00031347962382445143,0.0
124443,0,0.00031347962382445143,0.00031347962382445143,0.0
658098,0,0.00031347962382445143,0.00031347962382445143,0.0
657715,0,0.00031347962382445143,0.00031347962382445143,0.0
123663,0,0.00031347962382445143,0.00031347962382445143,0.0
658071,0,0.00031347962382445143,0.00031347962382445143,0.0
123420,0,0.00031347962382445143,0.00031347962382445143,0.0
658068,0,0.00031347962382445143,0.00031347962382445143,0.0
123258,0,0.00031347962382445143,0.00031347962382445143,0.0
123619,0,0.00031347962382445143,0.00031347962382445143,0.0
413871,0,0.00031347962382445143,0.00031347962382445143,0.0
413872,0,0.00031347962382445143,0.00031347962382445143,0.0
413442,0,0.00031347962382445143,0.00031347962382445143,0.0
413560,0,0.00031347962382445143,0.00031347962382445143,0.0
414137,0,0.00031347962382445143,0.00031347962382445143,0.0
414141,0,0.00031347962382445143,0.00031347962382445143,0.0
175446,0,0.00031347962382445143,0.00031347962382445143,0.0
175449,0,0.00031347962382445143,0.00031347962382445143,0.0
369641,0,0.00031347962382445143,0.00031347962382445143,0.0
369642,0,0.00031347962382445143,0.00031347962382445143,0.0
411963,0,0.00031347962382445143,0.00031347962382445143,0.0
684299,0,0.00031347962382445143,0.00031347962382445143,0.0
369151,0,0.00031347962382445143,0.00031347962382445143,0.0
677688,0,0.00031347962382445143,0.00031347962382445143,0.0
412100,0,0.00031347962382445143,0.00031347962382445143,0.0
412103,0,0.00031347962382445143,0.00031347962382445143,0.0
405300,0,0.00031347962382445143,0.00031347962382445143,0.0
683062,0,0.00031347962382445143,0.00031347962382445143,0.0
414557,0,0.00031347962382445143,0.00031347962382445143,0.0
684777,0,0.00031347962382445143,0.00031347962382445143,0.0
174220,0,0.00031347962382445143,0.00031347962382445143,0.0
662949,0,0.00031347962382445143,0.00031347962382445143,0.0
165514,0,0.00031347962382445143,0.00031347962382445143,0.0
